City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kargasok,RU,59.0556,80.8572,2.43,97,100,9.6,overcast clouds
346,Mbala,ZM,-8.8402,31.3659,62.76,90,100,3.47,light rain
347,Upernavik,GL,72.7868,-56.1549,24.91,69,11,4.88,few clouds
348,Yining,CN,29.0361,114.5636,45.72,74,0,0.69,clear sky
349,Neosho,US,36.869,-94.368,56.35,53,7,8.01,clear sky
350,Imeni Zhelyabova,RU,58.9544,36.5956,-2.88,96,100,3.58,overcast clouds
351,Muzhi,RU,65.3667,64.6667,-24.68,100,93,4.34,overcast clouds
352,Luba,GQ,3.4568,8.5547,76.89,73,36,9.19,scattered clouds
353,Oistins,BB,13.0667,-59.5333,80.69,69,20,19.57,few clouds
354,Khatanga,RU,71.9667,102.5,-25.42,100,94,6.93,overcast clouds
355,Borgarnes,IS,64.5383,-21.9206,39.25,80,100,9.06,overcast clouds
356,Berdigestyakh,RU,62.0989,126.6992,-50.46,100,76,0.92,broken clouds
357,Hoquiam,US,46.9809,-123.8893,47.01,92,90,12.66,overcast clouds
358,Iqaluit,CA,63.7506,-68.5145,-0.67,77,90,38.99,light snow
359,Pangnirtung,CA,66.1451,-65.7125,21.2,86,75,0.0,light snow
360,Mae Hong Son,TH,19.3003,97.9685,59.79,83,0,1.59,clear sky
361,Vyartsilya,RU,62.1764,30.693,13.28,89,99,8.21,overcast clouds
362,Bonfim,BR,3.0833,-59.95,80.55,49,100,4.41,overcast clouds
363,Komsomolskiy,UZ,40.4272,71.7189,35.02,75,98,6.91,overcast clouds
364,Hirara,JP,24.8,125.2833,73.33,91,100,28.81,overcast clouds
365,Maracai,BR,-22.6106,-50.6672,87.4,41,7,4.23,clear sky
366,Zhezkazgan,KZ,47.8043,67.7144,30.96,91,100,17.74,overcast clouds
367,Tahta,EG,26.7693,31.5021,51.78,54,1,5.57,clear sky
368,Guadalupe,MX,25.6833,-100.25,80.4,35,20,0.0,few clouds
369,Dongkan,CN,33.9997,119.8308,41.07,87,0,4.45,clear sky
370,Banda Aceh,ID,5.5577,95.3222,75.97,83,40,4.61,scattered clouds
371,Mackenzie,CA,55.2999,-123.1698,8.82,92,90,6.91,snow
372,Tanete,ID,-3.9443,119.7848,77.31,92,100,4.38,overcast clouds
373,Hadejia,NG,12.4498,10.0444,68.27,28,0,12.1,clear sky
374,Necochea,AR,-38.5473,-58.7368,80.04,44,63,13.85,broken clouds
375,Ayagoz,KZ,47.9714,80.4392,10.44,95,12,6.96,few clouds
376,Linqiong,CN,30.4159,103.4609,44.42,73,0,1.39,clear sky
377,Port Lincoln,AU,-34.7333,135.8667,61.39,75,85,11.56,overcast clouds
378,Rio Gallegos,AR,-51.6226,-69.2181,69.85,32,40,40.29,scattered clouds
379,Simpang,ID,-1.2667,104.0833,73.98,97,93,1.1,overcast clouds
380,Vanavara,RU,60.34,102.2797,-37.62,100,39,0.27,scattered clouds
381,Ankang,CN,32.68,109.0172,43.32,67,0,1.12,clear sky
382,Opuwo,NA,-18.0607,13.84,73.27,35,7,8.81,clear sky
383,Vila Do Maio,CV,15.1333,-23.2167,74.19,73,100,12.41,overcast clouds
384,Oktyabrskoye,RU,43.0645,44.7417,28.54,92,99,4.47,light snow
385,Imeni Poliny Osipenko,RU,52.4201,136.4853,-15.3,92,93,7.76,overcast clouds
386,Ust-Kuyga,RU,70.0167,135.6,-28.95,97,100,7.43,overcast clouds
387,Lufilufi,WS,-13.8745,-171.5986,87.58,77,100,15.12,light rain
388,Faya,SA,18.3851,42.4509,55.92,84,100,1.66,overcast clouds
389,Hitoyoshi,JP,32.2167,130.75,46.22,94,0,2.55,clear sky
390,Jianhu,CN,29.9799,120.5712,48.92,63,0,0.89,clear sky
391,Sakti,IN,22.0333,82.9667,51.33,29,0,3.58,clear sky
392,Belaya Kholunitsa,RU,58.84,50.8528,-3.86,100,92,3.4,overcast clouds
393,Fort Frances,CA,48.5999,-93.4003,8.17,76,90,3.0,light snow
394,Balaipungut,ID,1.05,101.2833,73.8,98,100,2.46,moderate rain
395,Camacha,PT,33.0833,-16.3333,63.82,72,20,12.66,few clouds
396,Halmstad,SE,56.6745,12.8568,29.89,84,90,8.05,light snow
397,Bathsheba,BB,13.2167,-59.5167,81.21,69,20,19.57,few clouds
398,Mitu,CO,1.1983,-70.1733,80.71,92,75,0.85,light rain
399,Orlik,RU,52.5178,99.825,5.22,96,100,0.92,overcast clouds
400,Punta Alta,AR,-38.8759,-62.0736,88.57,45,40,5.75,light rain
401,Harper,LR,4.375,-7.7169,80.76,81,35,8.95,scattered clouds
402,Kirkwood,US,38.5834,-90.4068,52.93,52,20,4.0,few clouds
403,Padang,ID,-0.9492,100.3543,76.62,87,91,4.05,overcast clouds
404,Tamiahua,MX,21.2667,-97.45,74.1,61,28,8.95,scattered clouds
405,Road Town,VG,18.4167,-64.6167,78.89,94,75,0.0,broken clouds
406,Mamallapuram,IN,12.6264,80.1722,76.05,69,66,6.17,broken clouds
407,Tamworth,GB,52.634,-1.6959,39.65,80,68,4.0,broken clouds
408,Luang Prabang,LA,19.8856,102.1347,55.22,91,0,1.39,clear sky
409,Mgandu,TZ,-5.95,34.1333,65.07,76,100,5.79,light rain
410,Kurilsk,RU,45.2333,147.8833,27.23,83,66,3.69,broken clouds
411,Cayenne,GF,4.9333,-52.3333,80.64,90,75,5.99,mist
412,Umm Kaddadah,SD,13.6017,26.6876,63.63,18,63,17.72,broken clouds
413,Brigantine,US,39.4101,-74.3646,43.07,63,90,5.75,overcast clouds
414,Taloqan,AF,36.7361,69.5345,50.59,46,100,3.78,overcast clouds
415,Yasnyy,RU,51.0333,59.8742,32.09,99,100,5.41,overcast clouds
416,Pontes E Lacerda,BR,-15.2261,-59.3353,79.29,87,98,5.41,very heavy rain
417,Dzheyrakh,RU,42.8228,44.6756,22.39,93,84,2.93,light snow
418,Talaya,RU,61.3833,152.75,-38.49,98,100,1.5,overcast clouds
419,San Cristobal,VE,7.7669,-72.225,78.98,55,100,1.63,overcast clouds
420,Ruhengeri,RW,-1.4998,29.635,57.02,97,88,0.6,overcast clouds
421,Kon Tum,VN,14.35,108.0,63.88,97,22,2.01,few clouds
422,Dzidzantun,MX,21.25,-89.05,77.49,54,82,7.87,broken clouds
423,Ternate,ID,0.8,127.4,79.97,82,100,7.09,light rain
424,Ucluelet,CA,48.9329,-125.5528,39.51,88,100,1.01,overcast clouds
425,Luyang,CN,27.6239,110.0989,47.25,83,0,1.01,clear sky
426,Axim,GH,4.8699,-2.2405,80.31,74,44,6.87,scattered clouds
427,Kalmunai,LK,7.4167,81.8167,75.94,84,60,8.63,broken clouds
428,Laguna,US,38.421,-121.4238,62.65,83,90,1.01,mist
429,Puerto Colombia,CO,10.9878,-74.9547,82.49,79,100,12.12,overcast clouds
430,Lagoa,PT,39.05,-27.9833,61.16,73,100,26.06,overcast clouds
431,Sioux Lookout,CA,50.1001,-91.917,1.78,71,40,5.75,light snow
432,Kijang,KR,35.2442,129.2139,35.33,39,0,5.21,clear sky
433,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,84,44,14.54,scattered clouds
434,Atar,MR,20.5169,-13.0499,74.71,25,100,8.61,overcast clouds
435,Dwarka,IN,22.2394,68.9678,70.84,74,38,7.16,scattered clouds
436,Carmelo,UY,-33.9892,-58.2856,83.19,45,4,14.58,clear sky
437,Talcahuano,CL,-36.7167,-73.1167,73.08,43,0,17.27,clear sky
438,Nelson,NZ,-41.2833,173.2833,74.8,53,4,8.32,clear sky
439,Camapua,BR,-19.5314,-54.0439,85.87,58,81,2.98,broken clouds
440,Porto Novo,BJ,6.4965,2.6036,82.22,53,20,5.64,few clouds
441,Chara,RU,56.9064,118.2631,-24.97,97,100,0.51,overcast clouds
442,Lavrentiya,RU,65.5833,-171.0,-6.43,81,57,4.07,broken clouds
443,Lavumisa,SZ,-27.31,31.892,67.5,94,83,2.98,moderate rain
444,Oranjemund,NA,-28.55,16.4333,62.55,83,0,5.19,clear sky
445,Sheksna,RU,59.21,38.5107,-16.64,99,71,3.74,broken clouds
446,Portland,US,45.5234,-122.6762,45.1,84,75,1.01,broken clouds
447,Borogontsy,RU,62.6683,131.1683,-44.68,99,92,0.67,overcast clouds
448,Lima,PE,-12.0432,-77.0282,72.14,64,20,11.5,few clouds
449,Mocuba,MZ,-16.8392,36.9856,71.35,91,38,1.74,scattered clouds
450,Antofagasta,CL,-23.65,-70.4,69.08,72,100,6.42,overcast clouds
451,Tiarei,PF,-17.5333,-149.3333,86.02,79,96,14.16,overcast clouds
452,Pyaozerskiy,RU,65.8333,31.1667,0.77,99,80,4.52,broken clouds
453,Villazon,BO,-22.0866,-65.5942,59.07,54,81,11.21,broken clouds
454,Araouane,ML,18.9048,-3.5265,74.95,14,100,8.81,overcast clouds
455,Sakaraha,MG,-22.9,44.5333,73.99,73,22,1.14,few clouds
456,Aripuana,BR,-9.1667,-60.6333,78.98,87,91,2.37,overcast clouds
457,Shumskiy,RU,54.8318,99.1328,-10.14,100,96,0.83,overcast clouds
458,Tecoanapa,MX,16.5167,-98.75,84.72,63,39,9.28,scattered clouds
459,Valdivia,CL,-39.8142,-73.2459,80.69,27,0,2.59,clear sky
460,Bolshaya Rechka,RU,51.9503,104.7355,-18.13,97,100,6.6,overcast clouds
461,Senno,RU,59.5336,33.9167,0.79,99,98,3.18,overcast clouds
462,Uturoa,PF,-16.7333,-151.4333,78.91,76,98,10.94,moderate rain
463,Amapa,BR,1.0,-52.0,76.75,95,36,3.4,moderate rain
464,Rosetta,EG,31.4044,30.4164,57.78,76,41,14.9,scattered clouds
465,Grand Baie,MU,-20.0182,57.5802,79.27,91,100,7.0,moderate rain
466,Shingu,JP,33.7333,135.9833,46.38,84,0,6.38,clear sky
467,Saskylakh,RU,71.9167,114.0833,-22.97,99,98,4.27,overcast clouds
468,Hongjiang,CN,27.11,109.9956,48.18,86,0,1.14,clear sky
469,Inhambane,MZ,-23.865,35.3833,72.32,76,11,7.07,few clouds
470,Tabou,CI,4.423,-7.3528,80.89,81,64,8.39,broken clouds
471,Kyzyl,RU,51.7,94.45,0.82,96,78,2.75,broken clouds
472,Vytegra,RU,61.0064,36.4481,-0.26,97,95,3.56,overcast clouds
473,Pangody,RU,65.85,74.4859,-7.56,98,91,8.75,overcast clouds
474,Hoa Binh,VN,20.8133,105.3383,58.89,78,57,1.97,broken clouds
475,Urumqi,CN,43.801,87.6005,7.75,85,24,2.24,mist
476,Nishihara,JP,26.1842,127.7558,62.65,97,90,13.8,light intensity shower rain
477,Puerto Ayacucho,VE,5.6639,-67.6236,91.18,73,84,4.83,broken clouds
478,Praya,CV,14.9215,-23.5087,73.94,78,75,16.11,broken clouds
479,Nisia Floresta,BR,-6.0911,-35.2086,83.21,76,63,7.45,broken clouds
480,Caohai,CN,26.8661,104.2841,35.96,88,4,2.86,clear sky
481,Quatre Cocos,MU,-20.2078,57.7625,78.91,79,99,14.88,light rain
482,Alice Springs,AU,-23.7,133.8833,74.75,31,53,4.61,broken clouds
483,Northam,GB,51.0333,-4.2167,44.22,87,100,15.05,overcast clouds
484,Ust-Nera,RU,64.5667,143.2,-46.07,94,41,0.83,scattered clouds
485,Vikindu,TZ,-7.0067,39.2985,75.87,89,35,3.44,scattered clouds
486,Mahajanga,MG,-15.7167,46.3167,82.42,78,40,6.91,scattered clouds
487,Khonsa,IN,27.0167,95.5667,48.99,64,10,4.38,clear sky
488,Miandrivazo,MG,-19.5167,45.4667,79.11,71,0,1.57,clear sky
489,Bowen,AU,-20.0167,148.2333,77.22,74,46,7.47,scattered clouds
490,Oruro,BO,-17.9833,-67.15,55.89,72,75,11.5,broken clouds
491,Qingquan,CN,30.4511,115.2559,48.16,59,0,2.19,clear sky
492,Rawson,AR,-43.3002,-65.1023,64.65,52,57,12.77,broken clouds
493,Berlevag,NO,70.8578,29.0864,30.15,74,40,23.02,scattered clouds
494,Wencheng,CN,33.0559,113.7978,45.61,47,0,3.42,clear sky
495,Ninghai,CN,29.2892,121.4247,47.73,81,19,4.59,few clouds
496,Craigieburn,AU,-37.6,144.95,61.79,73,75,12.66,broken clouds
497,Aasiaat,GL,68.7098,-52.8699,33.85,54,21,16.69,few clouds
498,Sibiti,CG,-3.6819,13.3499,71.91,91,97,1.86,overcast clouds
499,Dongsheng,CN,39.8161,109.9776,21.87,47,8,7.85,clear sky
500,Maceio,BR,-9.6658,-35.7353,83.64,74,20,13.8,few clouds
501,Salina Cruz,MX,16.1667,-95.2,86.27,49,39,23.94,scattered clouds
502,Pudozh,RU,61.8099,36.5345,-9.74,100,87,2.75,overcast clouds
503,Halifax,CA,44.6453,-63.5724,39.25,71,6,5.99,clear sky
504,Mogapi,BW,-22.323,27.8349,68.76,73,78,8.63,broken clouds
505,Sao Filipe,CV,14.8961,-24.4956,75.42,72,100,6.2,overcast clouds
506,Busia,UG,0.4544,34.0758,67.12,83,97,3.87,overcast clouds
507,Hovd,MN,48.0056,91.6419,17.78,90,100,2.95,overcast clouds
508,Porto Walter,BR,-8.2686,-72.7439,89.62,51,94,5.46,overcast clouds
509,Ngunguru,NZ,-35.6167,174.5,72.16,78,100,6.26,overcast clouds
510,Ola,RU,59.5833,151.2833,0.27,79,100,8.1,overcast clouds
511,Puerto Madryn,AR,-42.7692,-65.0385,68.52,43,13,14.09,few clouds
512,Pelym,RU,61.0108,61.9978,1.54,96,100,9.4,light snow
513,Xuddur,SO,4.1213,43.8894,76.96,64,77,14.92,broken clouds
514,Jaciara,BR,-15.9653,-54.9683,79.54,89,100,2.15,moderate rain
515,Moerai,PF,-22.4333,-151.3333,78.1,67,100,16.13,overcast clouds
516,Gushikawa,JP,26.3544,127.8686,62.6,100,75,10.36,light rain
517,Almaznyy,RU,48.0448,40.045,19.54,90,92,8.03,overcast clouds
518,La Macarena,CO,2.1837,-73.7849,90.86,43,77,6.6,broken clouds
519,Saint Anthony,US,45.0205,-93.218,21.25,66,20,5.01,few clouds
520,Hokitika,NZ,-42.7167,170.9667,62.78,80,83,9.48,broken clouds
521,Puerto Escondido,MX,15.85,-97.0667,85.03,61,20,5.75,few clouds
522,Udachnyy,RU,66.4167,112.4,-26.27,100,97,3.04,overcast clouds
523,Pedernales,DO,18.0384,-71.744,81.99,67,26,7.2,scattered clouds
524,Tocopilla,CL,-22.092,-70.1979,69.13,70,95,2.71,overcast clouds
525,Vila Velha,BR,-20.3297,-40.2925,75.15,89,75,4.61,broken clouds
526,Bloomfield,US,40.8068,-74.1854,41.92,60,1,3.44,clear sky
527,Cockburn Town,TC,21.4612,-71.1419,80.56,65,40,16.11,scattered clouds
528,Bonavista,CA,48.6499,-53.1147,32.11,83,100,14.79,overcast clouds
529,Sakete,BJ,6.7362,2.6587,81.54,43,23,5.03,few clouds
530,Rio Grande,BR,-32.035,-52.0986,77.11,73,31,12.26,scattered clouds
531,Agaro,ET,7.85,36.65,65.8,67,97,1.12,overcast clouds
532,Maracaibo,VE,10.6317,-71.6406,86.27,57,92,9.17,overcast clouds
533,Huntsville,US,34.7304,-86.5861,52.68,61,40,4.61,scattered clouds
534,Sakakah,SA,29.9697,40.2064,44.17,49,27,6.78,scattered clouds
535,Florence,IT,43.7667,11.25,50.29,89,75,2.3,broken clouds
536,Gasa,PS,31.5,34.4667,55.89,70,17,11.99,few clouds
537,Cardston,CA,49.2,-113.3019,34.41,76,100,10.92,overcast clouds
538,Parrita,CR,9.5201,-84.3225,86.61,74,100,3.85,overcast clouds
539,Flin Flon,CA,54.7682,-101.865,-0.56,78,20,3.44,few clouds
540,Sobolevo,RU,54.4299,31.8996,8.8,90,100,9.78,overcast clouds
541,Slave Lake,CA,55.2834,-114.769,19.38,93,90,2.3,light snow
542,Toora-Khem,RU,52.4675,96.11,6.49,98,97,2.37,overcast clouds
543,Bras-Panon,RE,-20.9967,55.6782,76.66,99,100,10.67,light rain
544,Evensk,RU,61.95,159.2333,2.5,62,74,13.62,broken clouds
545,Marsaxlokk,MT,35.8419,14.5431,54.09,87,20,2.3,few clouds
546,Coahuayana,MX,18.7333,-103.6833,87.6,47,5,6.69,clear sky
547,Ziyang,CN,29.2497,117.8547,45.86,83,0,2.04,clear sky
548,Nacajuca,MX,18.1333,-93.0167,71.65,86,80,10.09,broken clouds
549,Coihaique,CL,-45.5752,-72.0662,76.95,31,0,10.36,clear sky
550,Golden,US,39.7555,-105.2211,62.29,14,20,18.01,few clouds
551,Lata,PT,40.1629,-8.3327,59.92,89,98,10.69,overcast clouds
552,Lompoc,US,34.6391,-120.4579,64.69,64,1,5.75,clear sky
553,Vitim,RU,59.4511,112.5578,-31.83,100,100,1.36,overcast clouds
554,Leninskiy,RU,54.2781,37.4558,2.48,97,99,5.26,overcast clouds
555,Clyde River,CA,70.4692,-68.5914,7.03,78,90,20.71,light snow
556,San Quintin,MX,30.4833,-115.95,63.77,53,100,11.41,overcast clouds
557,Jining,CN,35.405,116.5814,37.92,73,0,4.59,clear sky
558,Sabang,ID,5.8933,95.3214,80.24,70,23,6.11,few clouds
559,Sokone,SN,13.8833,-16.3667,82.29,23,100,9.28,overcast clouds
560,Chokwe,MZ,-24.5333,32.9833,71.13,75,20,4.63,few clouds
561,Mackay,AU,-21.15,149.2,81.05,78,0,5.75,clear sky
562,Buin,CL,-33.7333,-70.75,91.06,25,2,9.84,clear sky
563,Phetchaburi,TH,12.9667,99.5833,66.85,75,96,3.44,overcast clouds
564,Tiznit,MA,29.5833,-9.5,61.47,65,100,6.76,overcast clouds
565,Marathon,US,44.9,-89.7668,22.24,79,90,1.99,light snow
566,Kapit,MY,2.0167,112.9333,73.54,99,100,0.63,overcast clouds
567,Coracora,PE,-15.0333,-73.7833,59.97,35,51,11.79,broken clouds
568,Prince George,CA,53.9166,-122.753,14.61,85,90,16.11,snow
569,Port Blair,IN,11.6667,92.75,76.03,81,21,5.35,few clouds
570,Kaka,TM,37.3482,59.6143,53.96,54,0,6.98,clear sky
571,Ulaanbaatar,MN,47.9077,106.8832,-2.07,84,40,2.24,scattered clouds
572,Manono,CD,-7.3,27.4167,70.23,95,100,1.92,overcast clouds
573,Mogadishu,SO,2.0371,45.3438,78.84,81,100,21.27,overcast clouds
574,Miri,MY,4.4148,114.0089,77.14,94,20,2.3,few clouds
575,Catamarca,AR,-28.4696,-65.7852,96.78,42,33,5.99,scattered clouds
576,Waingapu,ID,-9.6567,120.2641,79.93,85,99,6.55,overcast clouds
577,Oxford,GB,51.7522,-1.256,36.45,93,81,1.14,broken clouds
578,Gaziantep,TR,37.0594,37.3825,37.06,80,40,1.14,scattered clouds
579,Klaksvik,FO,62.2266,-6.589,31.12,71,97,12.1,overcast clouds
580,Bafata,GW,12.1667,-14.75,83.95,13,89,10.4,overcast clouds
581,Plouzane,FR,48.3833,-4.6167,37.58,84,0,10.36,clear sky
582,Can Tho,VN,10.0333,105.7833,73.69,96,70,7.63,broken clouds
583,Iralaya,HN,15.0,-83.2333,78.78,71,100,7.81,overcast clouds
584,Senneterre,CA,48.3835,-77.2328,7.02,83,100,3.91,overcast clouds
585,Concepcion Del Sur,HN,14.8,-88.1667,83.7,81,24,3.96,few clouds
586,Sabzevar,IR,36.2126,57.6819,45.86,40,18,2.75,few clouds
587,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,96,75,1.99,broken clouds
588,Pizarro,CO,4.9533,-77.366,76.23,92,100,6.98,light rain
589,Imbituba,BR,-28.24,-48.6703,76.89,89,84,8.48,light rain
590,Watsa,CD,3.0372,29.5355,66.9,72,90,1.52,overcast clouds
591,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,96.46,30,71,6.04,broken clouds
592,Inongo,CD,-1.95,18.2667,76.77,78,100,2.44,overcast clouds
593,Svetlogorsk,BY,52.6333,29.7333,13.3,85,17,7.34,few clouds
594,Texarkana,US,33.4251,-94.0477,60.75,52,1,5.99,clear sky
595,Aquin,HT,18.2833,-73.4,78.58,74,100,2.77,overcast clouds
596,Sonoita,MX,31.85,-112.8333,67.53,20,100,7.27,overcast clouds
597,Sisimiut,GL,66.9395,-53.6735,36.3,55,75,19.98,broken clouds
598,Maracacume,BR,-2.0428,-45.9592,82.09,60,97,7.61,overcast clouds
599,Perth,AU,-31.9333,115.8333,66.67,82,0,5.75,clear sky
600,Lorengau,PG,-2.0226,147.2712,81.88,81,100,3.74,overcast clouds
601,Sobradinho,BR,-12.8333,-39.1,72.66,97,100,3.6,moderate rain
602,Nakhon Thai,TH,17.1006,100.8374,64.0,83,14,2.57,few clouds
603,Eyl,SO,7.9803,49.8164,75.51,75,75,14.36,broken clouds
604,Manacapuru,BR,-3.2997,-60.6206,79.38,82,100,2.73,heavy intensity rain
605,Kozhanka,UA,49.9793,29.7381,10.06,80,100,13.02,overcast clouds
606,Rosarito,MX,32.3333,-117.0333,70.77,54,99,9.75,overcast clouds
607,Lixourion,GR,38.2019,20.4314,50.79,55,4,8.48,clear sky
608,Beitbridge,ZW,-22.2167,30.0,75.51,65,76,6.78,broken clouds
609,Mabaruma,GY,8.2,-59.7833,74.57,98,49,3.44,scattered clouds
610,Loikaw,MM,19.6742,97.2094,54.7,84,9,2.46,clear sky
611,Lumsden,CA,50.6501,-104.8678,18.57,87,76,5.75,broken clouds
612,Pomerode,BR,-26.7406,-49.1769,78.15,99,83,2.06,light rain
613,La Ronge,CA,55.1001,-105.2842,7.05,78,90,5.75,overcast clouds
614,Eureka,US,40.8021,-124.1637,52.41,92,100,5.01,moderate rain
615,Sitka,US,57.0531,-135.33,37.29,87,75,5.75,light rain
616,Raiganj,IN,25.6167,88.1167,58.26,52,10,6.42,clear sky
617,Angoram,PG,-4.0625,144.0661,77.16,95,99,1.48,light rain
618,Meulaboh,ID,4.1363,96.1285,75.0,91,43,4.18,scattered clouds
619,Zhangzhou,CN,24.5133,117.6556,60.73,93,96,1.59,overcast clouds
620,Najran,SA,17.4924,44.1277,59.65,31,48,0.83,scattered clouds
621,Townsville,AU,-19.25,146.8,81.48,74,33,6.91,scattered clouds
622,Kuvshinovo,RU,57.0295,34.1725,-7.78,100,77,4.52,broken clouds
623,Nioro,GM,13.35,-15.75,82.18,20,100,11.1,overcast clouds
624,Kurmanayevka,RU,52.5093,52.0675,14.56,95,96,8.1,overcast clouds
625,Tromso,NO,69.6496,18.957,17.62,73,0,3.44,clear sky
626,Sembakung,ID,3.8167,117.25,78.73,99,94,1.9,overcast clouds
627,Baykit,RU,61.67,96.37,-27.56,99,30,0.63,scattered clouds
628,Prince Rupert,CA,54.3161,-130.3201,33.49,94,90,19.57,snow
629,San Luis,AR,-33.295,-66.3356,81.97,50,62,20.62,broken clouds
630,Taltal,CL,-25.4,-70.4833,66.33,78,88,5.59,overcast clouds
631,Agadez,NE,19.75,10.25,56.66,20,8,5.08,clear sky
632,Etchoropo,MX,26.7667,-109.6667,80.42,35,73,15.79,broken clouds
633,Dubti,ET,11.7361,41.0853,80.4,49,14,3.71,few clouds
634,Kutum,SD,14.2,24.6667,58.32,21,22,9.26,few clouds
635,Portree,GB,57.4129,-6.1942,40.86,94,100,3.91,overcast clouds
636,Sumter,US,28.7086,-82.0831,69.21,87,100,10.11,overcast clouds
637,Belaya Gora,RU,68.5333,146.4167,-12.41,97,100,3.4,overcast clouds
638,Mbaiki,CF,3.8678,17.9892,77.34,45,52,0.74,broken clouds
639,Petatlan,MX,17.5167,-101.2667,89.4,64,71,5.06,broken clouds
640,Kawalu,ID,-7.3817,108.2082,71.53,94,100,3.0,overcast clouds
641,Nadym,RU,65.5333,72.5167,-9.31,100,86,8.52,overcast clouds
642,Sungaipenuh,ID,-2.0833,101.3833,62.4,91,66,2.08,broken clouds
643,Troitsko-Pechorsk,RU,62.7084,56.1964,-3.15,95,100,6.46,overcast clouds
644,Mumford,GH,5.2618,-0.759,80.28,68,9,3.87,clear sky
645,Maniitsoq,GL,65.4167,-52.9,36.12,70,85,10.49,overcast clouds
646,Saint-Georges,GD,12.0564,-61.7485,80.28,89,75,14.97,broken clouds
647,Mao,ES,39.8885,4.2658,57.76,94,20,6.91,mist
648,Mehamn,NO,71.0357,27.8492,28.31,76,99,18.1,overcast clouds
649,Desaguadero,PE,-16.5656,-69.0417,53.28,64,93,3.85,overcast clouds
650,Linxia,CN,35.6003,103.2064,27.9,29,0,1.01,clear sky
651,Atambua,ID,-9.1061,124.8925,74.95,86,100,2.19,overcast clouds
652,Manhattan,US,40.7834,-73.9662,41.9,58,1,6.91,clear sky
653,Buala,SB,-8.145,159.5921,83.95,76,97,3.94,overcast clouds
654,Abu Zabad,SD,12.35,29.25,66.9,18,30,17.2,scattered clouds
655,Malindi,KE,-3.2175,40.1191,79.65,82,100,4.85,overcast clouds
656,Nefteyugansk,RU,61.0998,72.6035,10.65,95,100,14.03,light snow
657,Safaga,EG,26.7292,33.9365,60.24,50,39,12.55,scattered clouds
658,Almirante Tamandare,BR,-25.3247,-49.31,80.28,54,75,10.36,broken clouds
659,Kalagarh,IN,29.5,78.75,49.84,36,44,3.09,scattered clouds
660,Nicoya,CR,10.1483,-85.452,85.55,73,70,0.65,broken clouds
661,Omsukchan,RU,62.5333,155.8,-28.75,94,97,5.46,overcast clouds
662,Caravelas,BR,-17.7125,-39.2481,74.77,85,89,4.88,overcast clouds
663,Honiara,SB,-9.4333,159.95,79.99,85,100,0.96,overcast clouds
664,San Fernando,PH,15.0286,120.6898,80.62,95,97,4.52,overcast clouds
665,Gidole,ET,5.65,37.3667,59.88,59,89,4.03,overcast clouds
666,Chake Chake,TZ,-5.2459,39.7666,78.28,84,100,4.81,light rain
667,Porto Nacional,BR,-10.7081,-48.4172,84.2,95,86,3.13,overcast clouds
668,Moyale,KE,3.5167,39.0584,69.22,75,79,5.06,broken clouds
669,Marrakesh,MA,31.6315,-8.0083,60.87,72,75,5.75,broken clouds
670,Teahupoo,PF,-17.8333,-149.2667,78.76,77,88,13.71,light rain
671,Liuli,TZ,-11.0833,34.6333,76.87,77,91,1.43,light rain
672,San Ramon,US,37.7799,-121.978,60.57,71,1,1.99,clear sky
673,Kautokeino,NO,69.0125,23.0412,-12.48,100,100,1.9,overcast clouds
674,Pedasi,PA,7.5333,-80.0333,78.06,81,100,4.47,overcast clouds
675,Chabahar,IR,25.2919,60.643,73.36,76,25,10.38,scattered clouds
676,Grand Gaube,MU,-20.0064,57.6608,79.2,91,99,7.0,light rain
677,Tianpeng,CN,30.9866,103.9393,43.27,74,0,3.31,clear sky
678,Yar-Sale,RU,66.8333,70.8333,-10.79,100,97,7.23,overcast clouds
679,Byron Bay,AU,-28.65,153.6167,80.71,64,26,11.56,scattered clouds
680,Takoradi,GH,4.8845,-1.7554,80.4,69,68,5.37,broken clouds
681,Abu Dhabi,AE,24.4667,54.3667,71.96,82,14,3.49,few clouds
682,Tutoia,BR,-2.7619,-42.2744,85.98,81,100,14.16,overcast clouds
683,Siguiri,GN,11.6667,-9.5,75.24,19,43,4.56,scattered clouds
684,Marsh Harbour,BS,26.5412,-77.0636,77.45,76,94,17.11,overcast clouds
685,Pingliang,CN,35.5392,106.6861,34.27,27,0,4.43,clear sky
686,Katherine,AU,-14.4667,132.2667,77.32,88,74,3.44,broken clouds
687,Kaduna,NG,10.5222,7.4383,70.3,28,0,9.28,clear sky
688,Verkhnevilyuysk,RU,63.4453,120.3167,-54.02,100,65,1.25,broken clouds
689,Micheweni,TZ,-4.9667,39.8333,80.15,80,100,5.26,overcast clouds
690,Manyana,BW,-23.4,21.7167,70.74,59,100,10.11,light rain
691,Vikhorevka,RU,56.1201,101.1636,-29.61,100,11,0.83,few clouds
692,Ayan,RU,56.45,138.1667,-11.24,96,100,15.19,light snow
693,Kupang,ID,-10.1667,123.5833,77.58,94,40,3.44,scattered clouds
