City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
387,Lufilufi,WS,87.58,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
397,Bathsheba,BB,81.21,few clouds,13.2167,-59.5167,Atlantis Hotel
400,Punta Alta,AR,88.57,light rain,-38.8759,-62.0736,Center Hotel Punta Alta
401,Harper,LR,80.76,scattered clouds,4.375,-7.7169,Screensaver
403,Padang,ID,76.62,overcast clouds,-0.9492,100.3543,Mercure Padang
405,Road Town,VG,78.89,broken clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
406,Mamallapuram,IN,76.05,broken clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
411,Cayenne,GF,80.64,mist,4.9333,-52.3333,Hôtel Le Dronmi
416,Pontes E Lacerda,BR,79.29,very heavy rain,-15.2261,-59.3353,Hotel Bressan
419,San Cristobal,VE,78.98,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
422,Dzidzantun,MX,77.49,broken clouds,21.25,-89.05,Hacienda San Francisco Tzacalha
423,Ternate,ID,79.97,light rain,0.8,127.4,Sahid Bela Ternate Hotel
426,Axim,GH,80.31,scattered clouds,4.8699,-2.2405,Axim Beach Resort And Spa
427,Kalmunai,LK,75.94,broken clouds,7.4167,81.8167,VS Villa
429,Puerto Colombia,CO,82.49,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
